Start,End,Distance
5335,5162,7.71
5335,5164,33.23
5335,5174,53.04
5335,5181,61.68
5335,5189,109.04
5335,5200,46.33
5335,5201,128.68
5335,5205,115.66
5335,5207,59.57
5335,5212,75.89
5335,5213,153.39
5335,5215,7.25
5335,5226,122.68
5335,5229,88.77
5335,5231,
5335,5232,20.94
5335,5233,77.73
5335,5241,42.67
5335,5257,85.51
5335,5259,34.38
5335,5261,66.73
5335,5292,172.89
5335,5304,123.24
5335,5309,123.63
5335,5311,58.08
5335,5315,114.5
5335,5322,38.19
5335,5325,14.6
5335,5333,144.83
5335,5335,0.0
5335,5339,162.54
5335,5351,92.32
5335,5357,107.18
5335,5372,74.8
5335,5373,47.66
5335,5375,97.23
5335,5379,192.16
5335,5382,119.3
5335,5389,102.71
5335,5414,44.43
5335,5419,162.0
5335,5426,70.57
5335,5435,68.36
5335,5440,15.76
5335,5443,135.95
5335,5463,9.1
5335,5466,48.76
5335,5473,66.22
5335,5478,118.45
5335,5491,20.72
5335,5492,91.97
5335,5493,12.43
5335,5496,78.74
5335,5499,142.35
5335,5519,23.93
5335,5522,121.63
5335,5530,6.64
5335,5545,122.68
5335,5562,98.85
5335,5568,136.44
5335,5579,148.08
5335,5584,55.52
5335,5601,27.3
5335,5602,2.0
5335,5606,106.74
5335,5616,38.47
5335,5619,95.17
5335,5620,76.1
5335,5622,195.22
5335,5626,69.68
5335,5633,95.59
5335,5637,74.36
5335,5643,36.01
5335,5647,52.95
5335,5660,97.83
5335,5664,13.57
5335,5669,143.26
5335,5676,47.63
5335,5677,78.83
5335,5679,
5335,5685,10.22
5335,5686,36.03
5335,5690,65.86
5335,5694,208.5
5335,5699,101.15
5335,5700,45.06
5335,5721,24.72
5335,5722,130.37
5335,5723,40.53
5335,5729,37.58
5335,5738,58.02
5335,5739,76.89
5335,5741,23.24
5335,5747,172.05
5335,5754,19.44
5335,5763,74.09
5335,5764,24.96
5335,5768,94.93
5335,5769,110.6
5335,5771,119.4
5335,5782,132.4
5335,5789,60.99
5335,5793,112.25
5335,5795,98.06
5335,5801,78.94
5335,5804,34.91
5335,5805,
5335,5806,33.37
5335,5812,36.73
5335,5813,97.85
5335,5818,107.27
5335,5821,42.41
5335,5824,58.12
5335,5832,32.1
5335,5833,11.23
5335,5838,59.96
5335,5843,54.89
5335,5844,51.73
5335,5846,19.23
5335,5848,19.21
5335,5853,100.2
5335,5862,123.16
5335,5865,87.12
5335,5866,55.79
5335,5872,23.73
5335,5875,69.63
5335,5877,182.85
5335,5879,114.32
5335,5881,167.89
5335,5884,34.98
5335,5885,144.67
5335,5886,15.49
5335,5887,59.17
5335,5891,129.52
5335,5893,31.43
5335,5911,31.65
5335,5917,93.07
5339,1,124.83
5339,4000,126.66
5339,4001,119.79
5339,4002,124.66
5339,4006,256.55
5339,4008,145.1
5339,4010,156.16
5339,4011,123.92
5339,4012,56.86
5339,4014,178.88
5339,4015,176.11
5339,4016,117.05
5339,4018,241.43
5339,4021,189.6
5339,4027,120.78
5339,4032,180.16
5339,4033,170.14
5339,4034,190.91
5339,4035,213.47
5339,4045,187.86
5339,4048,127.34
5339,4059,99.34
5339,4064,
5339,4071,159.48
5339,4077,183.95
5339,4087,129.32
5339,4088,192.94
5339,4105,134.59
5339,4114,199.41
5339,4116,186.3
5339,4126,161.01
5339,4139,198.03
5339,4142,205.55
5339,4144,116.24
5339,4152,140.05
5339,4164,131.8
5339,4168,60.47
5339,4176,186.06
5339,4179,138.7
5339,4191,141.31
5339,4196,159.7
5339,4207,189.33
5339,4211,193.67
5339,4212,143.04
5339,4221,185.47
5339,4222,127.38
5339,4228,169.53
5339,4232,148.51
5339,4234,43.78
5339,4248,224.12
5339,4250,201.86
5339,4252,137.71
5339,4253,98.71
5339,4258,165.99
5339,4259,167.3
5339,4273,151.21
5339,4274,234.25
5339,4303,173.6
5339,4316,208.99
5339,4324,199.06
5339,4327,175.03
5339,4330,185.46
5339,4332,160.47
5339,4339,153.64
5339,4361,170.28
5339,4374,173.69
5339,4377,
5339,4379,154.34
5339,4381,152.95
5339,4385,124.52
5339,4389,106.23
5339,4400,179.17
5339,4414,148.8
5339,4415,154.56
5339,4418,176.88
5339,4422,101.01
5339,4426,150.05
5339,4432,134.53
5339,4433,77.15
5339,4438,103.01
5339,4443,172.39
5339,4467,138.73
5339,4472,196.89
5339,4480,165.87
5339,4482,184.67
5339,4495,171.63
5339,4496,147.47
5339,4498,156.97
5339,4501,208.54
5339,4512,226.89
5339,4519,129.36
5339,4536,162.82
5339,4545,
5339,4550,123.31
5339,4568,158.2
5339,4601,147.11
5339,4603,39.73
5339,4617,133.47
5339,4622,192.15
5339,4624,
5339,4625,120.48
5339,4631,167.03
5339,4644,
5339,4652,120.5
5339,4681,140.26
5339,4686,132.85
5339,4696,195.95
5339,4716,161.63
5339,4717,137.95
5339,4721,160.75
5339,4732,155.71
5339,4740,148.51
5339,4759,153.32
5339,4765,128.14
5339,4769,132.29
5339,4771,256.76
5339,4772,86.62
5339,4805,168.61
5339,4806,79.74
5339,4809,219.45
5339,4817,121.64
5339,4832,125.08
5339,4850,172.14
5339,4852,106.07
5339,4853,155.98
5339,4863,119.65
5339,4878,135.5
5339,4888,146.06
5339,4889,124.69
5339,4910,214.64
5339,4915,164.47
5339,4919,177.64
5339,4925,118.2
5339,4931,209.7
5339,4942,163.52
5339,4946,169.89
5339,4953,94.37
5339,4963,162.49
5339,4964,223.6
5339,4968,194.19
5339,4969,227.98
5339,4970,165.69
5339,4996,41.97
5339,5005,204.96
5339,5033,139.01
5339,5039,122.18
5339,5049,223.24
5339,5050,172.68
5339,5051,153.45
5339,5054,193.04
5339,5067,175.11
5339,5076,131.8
5339,5086,162.45
5339,5087,142.97
5339,5095,128.98
5339,5096,135.63
5339,5105,201.86
5339,5106,150.69
5339,5111,87.4
5339,5118,192.02
5339,5120,196.63
5339,5125,181.65
5339,5137,186.35
5339,5140,185.16
5339,5143,140.95
5339,5155,160.55
5339,5162,169.55
5339,5164,161.71
5339,5174,189.2
5339,5181,192.2
5339,5189,62.25
5339,5200,124.89
5339,5201,215.82
5339,5205,229.0
5339,5207,114.5
5339,5212,206.41
5339,5213,108.65
5339,5215,161.33
5339,5226,196.01
5339,5229,171.04
5339,5231,
5339,5232,181.29
5339,5233,102.5
5339,5241,150.13
5339,5257,137.02
5339,5259,133.89
5339,5261,213.4
5339,5292,128.14
5339,5304,196.58
5339,5309,215.62
5339,5311,123.17
5339,5315,76.08
5339,5322,150.14
5339,5325,154.27
5339,5333,100.09
5339,5335,162.35
5339,5339,0.0
5339,5351,143.83
5339,5357,140.51
5339,5372,102.93
5339,5373,187.37
5339,5375,141.13
5339,5379,177.89
5339,5382,197.78
5339,5389,136.04
5339,5414,132.46
5339,5419,147.55
5339,5426,95.6
5339,5435,105.16
5339,5440,177.6
5339,5443,162.2
5339,5463,170.46
5339,5466,151.53
5339,5473,111.82
5339,5478,193.86
5339,5491,191.87
5339,5492,205.31
5339,5493,182.67
5339,5496,143.25
5339,5499,211.49
5339,5519,161.3
5339,5522,200.11
5339,5530,163.27
5339,5545,157.46
5339,5562,155.49
5339,5568,54.5
5339,5579,24.55
5339,5584,131.2
5339,5601,155.98
5339,5602,165.64
5339,5606,171.16
5339,5616,159.55
5339,5619,181.13
5339,5620,135.31
5339,5622,128.6
5339,5626,118.55
5339,5633,147.1
5339,5637,230.34
5339,5643,201.1
5339,5647,208.93
5339,5660,163.94
5339,5664,175.41
5339,5669,27.41
5339,5676,157.76
5339,5677,241.4
5339,5679,
5339,5685,161.02
5339,5686,138.05
5339,5690,196.3
5339,5694,194.22
5339,5699,160.54
5339,5700,173.96
5339,5721,175.27
5339,5722,163.7
5339,5723,155.3
5339,5729,199.98
5339,5738,154.41
5339,5739,207.41
5339,5741,145.1
5339,5747,18.61
5339,5754,170.95
5339,5763,132.39
5339,5764,163.82
5339,5768,146.45
5339,5769,205.64
5339,5771,197.88
5339,5782,43.0
5339,5789,191.52
5339,5793,176.67
5339,5795,149.57
5339,5801,130.46
5339,5804,196.07
5339,5805,
5339,5806,163.21
5339,5812,169.57
5339,5813,170.85
5339,5818,198.6
5339,5821,167.87
5339,5824,205.52
5339,5832,133.93
5339,5833,173.07
5339,5838,133.26
5339,5843,160.86
5339,5844,141.22
5339,5846,155.95
5339,5848,149.18
5339,5853,133.53
5339,5862,201.66
5339,5865,83.37
5339,5866,211.77
5339,5872,182.51
5339,5875,124.85
5339,5877,168.58
5339,5879,88.39
5339,5881,123.15
5339,5884,157.77
5339,5885,124.71
5339,5886,183.52
5339,5887,124.2
5339,5891,202.85
5339,5893,192.71
5339,5911,170.65
5339,5917,157.6
5351,1,124.46
5351,4000,114.67
5351,4001,96.13
5351,4002,110.78
5351,4006,165.37
5351,4008,109.57
5351,4010,99.7
5351,4011,208.77
5351,4012,125.51
5351,4014,87.7
5351,4015,111.6
5351,4016,139.65
5351,4018,150.25
5351,4021,98.42
5351,4027,107.66
5351,4032,179.42
5351,4033,117.67
5351,4034,97.99
5351,4035,212.73
5351,4045,133.68
5351,4048,34.48
5351,4059,202.04
5351,4064,
5351,4071,135.12
5351,4077,92.77
5351,4087,106.61
5351,4088,101.76
5351,4105,133.84
5351,4114,108.23
5351,4116,95.12
5351,4126,69.83
5351,4139,98.59
5351,4142,114.37
5351,4144,149.11
5351,4152,134.48
5351,4164,117.63
5351,4168,107.68
5351,4176,69.45
5351,4179,137.95
5351,4191,25.0
5351,4196,79.89
5351,4207,98.15
5351,4211,102.48
5351,4212,51.86
5351,4221,94.29
5351,4222,19.14
5351,4228,78.35
5351,4232,132.22
5351,4234,108.11
5351,4248,128.17
5351,4250,102.41
5351,4252,121.47
5351,4253,129.21
5351,4258,100.57
5351,4259,102.0
5351,4273,87.42
5351,4274,167.36
5351,4303,130.2
5351,4316,184.92
5351,4324,107.88
5351,4327,111.98
5351,4330,86.01
5351,4332,77.53
5351,4339,62.46
5351,4361,79.09
5351,4374,127.06
5351,4377,
5351,4379,63.16
5351,4381,15.78
5351,4385,33.13
5351,4389,70.99
5351,4400,111.27
5351,4414,57.62
5351,4415,129.21
5351,4418,176.14
5351,4422,226.09
5351,4426,98.18
5351,4432,123.81
5351,4433,218.7
5351,4438,136.7
5351,4443,121.78
5351,4467,221.97
5351,4472,97.44
5351,4480,238.6
5351,4482,93.49
5351,4495,80.45
5351,4496,56.29
5351,4498,65.79
5351,4501,117.36
5351,4512,135.71
5351,4519,38.18
5351,4536,30.09
5351,4545,
5351,4550,82.63
5351,4568,67.02
5351,4601,90.68
5351,4603,119.43
5351,4617,119.29
5351,4622,92.7
5351,4624,
5351,4625,33.08
5351,4631,239.77
5351,4644,
5351,4652,27.13
5351,4681,213.18
5351,4686,33.41
5351,4696,104.77
5351,4716,101.17
5351,4717,38.51
5351,4721,122.72
5351,4732,108.71
5351,4740,92.08
5351,4759,120.14
5351,4765,36.96
5351,4769,41.11
5351,4771,162.07
5351,4772,181.05
5351,4805,167.86
5351,4806,154.07
5351,4809,110.53
5351,4817,27.37
5351,4832,124.72
5351,4850,72.69
5351,4852,121.37
5351,4853,64.8
5351,4863,119.28
5351,4878,206.58
5351,4888,54.88
5351,4889,22.87
5351,4910,123.46
5351,4915,73.29
5351,4919,86.45
5351,4925,145.19
5351,4931,118.52
5351,4942,64.08
5351,4946,131.34
5351,4953,138.61
5351,4963,76.58
5351,4964,132.42
5351,4968,103.01
5351,4969,153.16
5351,4970,66.25
5351,4996,101.18
5351,5005,113.78
5351,5033,6.75
5351,5039,121.44
5351,5049,123.8
5351,5050,115.54
5351,5051,62.26
5351,5054,87.59
5351,5067,97.4
5351,5076,117.63
5351,5086,235.19
5351,5087,96.33
5351,5095,212.07
5351,5096,7.54
5351,5105,102.42
5351,5106,59.51
5351,5111,71.58
5351,5118,191.28
5351,5120,105.45
5351,5125,90.47
5351,5137,159.71
5351,5140,93.98
5351,5143,49.77
5351,5155,61.11
5351,5162,97.07
5351,5164,70.53
5351,5174,98.02
5351,5181,101.02
5351,5189,92.95
5351,5200,124.52
5351,5201,216.25
5351,5205,137.82
5351,5207,118.03
5351,5212,115.23
5351,5213,211.85
5351,5215,97.59
5351,5226,195.8
5351,5229,71.6
5351,5231,
5351,5232,90.11
5351,5233,136.19
5351,5241,58.95
5351,5257,17.75
5351,5259,110.31
5351,5261,122.22
5351,5292,231.35
5351,5304,195.83
5351,5309,211.2
5351,5311,110.05
5351,5315,172.97
5351,5322,58.96
5351,5325,104.95
5351,5333,203.29
5351,5335,91.26
5351,5339,143.0
5351,5351,0.0
5351,5357,165.64
5351,5372,126.77
5351,5373,96.19
5351,5375,8.48
5351,5379,250.62
5351,5382,98.34
5351,5389,161.17
5351,5414,118.28
5351,5419,220.47
5351,5426,127.44
5351,5435,71.15
5351,5440,91.6
5351,5443,194.41
5351,5463,90.1
5351,5466,60.34
5351,5473,118.19
5351,5478,94.41
5351,5491,98.95
5351,5492,114.13
5351,5493,102.39
5351,5496,43.81
5351,5499,112.05
5351,5519,96.25
5351,5522,100.66
5351,5530,96.99
5351,5545,182.59
5351,5562,50.04
5351,5568,194.9
5351,5579,160.28
5351,5584,40.01
5351,5601,117.65
5351,5602,91.9
5351,5606,71.72
5351,5616,68.37
5351,5619,81.69
5351,5620,134.56
5351,5622,253.68
5351,5626,29.45
5351,5633,14.37
5351,5637,141.66
5351,5643,109.92
5351,5647,120.26
5351,5660,163.2
5351,5664,88.65
5351,5669,137.48
5351,5676,137.98
5351,5677,150.22
5351,5679,
5351,5685,100.56
5351,5686,126.38
5351,5690,105.12
5351,5694,266.96
5351,5699,61.09
5351,5700,129.54
5351,5721,84.09
5351,5722,188.83
5351,5723,130.88
5351,5729,125.15
5351,5738,63.23
5351,5739,116.23
5351,5741,97.43
5351,5747,149.3
5351,5754,79.77
5351,5763,32.69
5351,5764,72.64
5351,5768,13.72
5351,5769,106.19
5351,5771,98.44
5351,5782,109.64
5351,5789,100.34
5351,5793,77.22
5351,5795,16.85
5351,5801,30.76
5351,5804,102.52
5351,5805,
5351,5806,72.03
5351,5812,123.31
5351,5813,170.11
5351,5818,99.16
5351,5821,76.69
5351,5824,145.68
5351,5832,122.45
5351,5833,92.92
5351,5838,132.52
5351,5843,69.68
5351,5844,50.04
5351,5846,109.58
5351,5848,109.56
5351,5853,158.66
5351,5862,102.22
5351,5865,82.21
5351,5866,123.09
5351,5872,91.33
5351,5875,33.45
5351,5877,241.32
5351,5879,172.78
5351,5881,226.36
5351,5884,66.59
5351,5885,203.13
5351,5886,92.34
5351,5887,123.46
5351,5891,202.1
5351,5893,98.74
5351,5911,79.47
5351,5917,51.91
5357,1,59.89
5357,4000,63.26
5357,4001,77.13
5357,4002,59.72
5357,4006,177.52
5357,4008,84.68
5357,4010,95.75
5357,4011,53.29
5357,4012,172.01
5357,4014,122.59
5357,4015,92.23
5357,4016,37.49
5357,4018,166.6
5357,4021,132.24
5357,4027,79.61
5357,4032,31.72
5357,4033,86.26
5357,4034,107.03
5357,4035,88.76
5357,4045,103.98
5357,4048,145.76
5357,4059,75.96
5357,4064,
5357,4071,75.6
5357,4077,113.19
5357,4087,64.04
5357,4088,163.38
5357,4105,50.71
5357,4114,169.86
5357,4116,112.71
5357,4126,131.24
5357,4139,207.15
5357,4142,130.73
5357,4144,40.64
5357,4152,60.98
5357,4164,63.67
5357,4168,139.3
5357,4176,159.73
5357,4179,30.71
5357,4191,163.63
5357,4196,94.42
5357,4207,118.57
5357,4211,113.15
5357,4212,120.6
5357,4221,114.71
5357,4222,149.7
5357,4228,123.66
5357,4232,64.63
5357,4234,154.78
5357,4248,197.8
5357,4250,197.08
5357,4252,53.83
5357,4253,66.77
5357,4258,105.57
5357,4259,106.89
5357,4273,85.93
5357,4274,117.35
5357,4303,89.72
5357,4316,92.09
5357,4324,172.73
5357,4327,91.15
5357,4330,194.57
5357,4332,95.19
5357,4339,123.87
5357,4361,132.24
5357,4374,89.81
5357,4377,
5357,4379,124.57
5357,4381,175.27
5357,4385,146.95
5357,4389,113.52
5357,4400,95.29
5357,4414,116.49
5357,4415,70.68
5357,4418,40.89
5357,4422,125.86
5357,4426,84.77
5357,4432,80.35
5357,4433,118.46
5357,4438,45.53
5357,4443,88.51
5357,4467,66.5
5357,4472,197.97
5357,4480,83.12
5357,4482,147.97
5357,4495,133.59
5357,4496,114.26
5357,4498,135.93
5357,4501,182.22
5357,4512,200.56
5357,4519,127.4
5357,4536,185.14
5357,4545,
5357,4550,89.16
5357,4568,134.64
5357,4601,81.83
5357,4603,113.49
5357,4617,56.16
5357,4622,201.26
5357,4624,
5357,4625,138.56
5357,4631,84.29
5357,4644,
5357,4652,149.14
5357,4681,57.7
5357,4686,155.17
5357,4696,149.13
5357,4716,90.74
5357,4717,158.86
5357,4721,76.87
5357,4732,82.73
5357,4740,83.23
5357,4759,78.23
5357,4765,135.08
5357,4769,133.42
5357,4771,172.88
5357,4772,56.89
5357,4805,40.72
5357,4806,64.56
5357,4809,193.13
5357,4817,143.79
5357,4832,60.14
5357,4850,181.25
5357,4852,93.31
5357,4853,108.54
5357,4863,54.71
5357,4878,51.1
5357,4888,135.48
5357,4889,147.01
5357,4910,188.31
5357,4915,99.81
5357,4919,139.47
5357,4925,28.45
5357,4931,183.37
5357,4942,159.31
5357,4946,86.01
5357,4953,49.37
5357,4963,97.21
5357,4964,149.11
5357,4968,127.58
5357,4969,144.1
5357,4970,174.81
5357,4996,147.85
5357,5005,126.72
5357,5033,161.33
5357,5039,55.88
5357,5049,232.36
5357,5050,88.8
5357,5051,145.74
5357,5054,210.12
5357,5067,102.13
5357,5076,63.67
5357,5086,79.71
5357,5087,77.69
5357,5095,56.59
5357,5096,165.56
5357,5105,200.27
5357,5106,121.29
5357,5111,131.62
5357,5118,75.13
5357,5120,172.87
5357,5125,115.33
5357,5137,69.14
5357,5140,112.1
5357,5143,130.77
5357,5155,169.67
5357,5162,109.14
5357,5164,102.2
5357,5174,154.0
5357,5181,162.64
5357,5189,132.96
5357,5200,66.75
5357,5201,98.92
5357,5205,202.68
5357,5207,53.43
5357,5212,176.85
5357,5213,82.98
5357,5215,100.92
5357,5226,79.11
5357,5229,175.79
5357,5231,
5357,5232,121.88
5357,5233,42.61
5357,5241,120.19
5357,5257,159.35
5357,5259,73.69
5357,5261,168.16
5357,5292,72.46
5357,5304,63.75
5357,5309,76.22
5357,5311,82.0
5357,5315,64.49
5357,5322,113.81
5357,5325,93.86
5357,5333,72.01
5357,5335,101.94
5357,5339,131.49
5357,5351,166.15
5357,5357,0.0
5357,5372,69.25
5357,5373,147.58
5357,5375,171.07
5357,5379,95.14
5357,5382,206.9
5357,5389,12.3
5357,5414,57.12
5357,5419,64.99
5357,5426,94.49
5357,5435,115.35
5357,5440,117.19
5357,5443,29.6
5357,5463,110.04
5357,5466,127.83
5357,5473,90.14
5357,5478,202.97
5357,5491,107.99
5357,5492,178.99
5357,5493,98.79
5357,5496,152.27
5357,5499,220.61
5357,5519,96.02
5357,5522,209.22
5357,5530,102.85
5357,5545,17.78
5357,5562,172.38
5357,5568,116.79
5357,5579,117.03
5357,5584,132.33
5357,5601,72.1
5357,5602,105.23
5357,5606,180.27
5357,5616,132.88
5357,5619,182.2
5357,5620,51.74
5357,5622,153.45
5357,5626,143.51
5357,5633,169.42
5357,5637,146.46
5357,5643,133.65
5357,5647,125.05
5357,5660,32.81
5357,5664,115.0
5357,5669,112.21
5357,5676,73.87
5357,5677,166.57
5357,5679,
5357,5685,90.95
5357,5686,68.58
5357,5690,166.82
5357,5694,111.48
5357,5699,169.65
5357,5700,90.08
5357,5721,121.23
5357,5722,33.35
5357,5723,71.42
5357,5729,116.09
5357,5738,105.01
5357,5739,177.85
5357,5741,84.69
5357,5747,149.27
5357,5754,112.49
5357,5763,147.62
5357,5764,113.72
5357,5768,168.77
5357,5769,197.62
5357,5771,207.0
5357,5782,156.32
5357,5789,161.96
5357,5793,185.78
5357,5795,171.9
5357,5801,152.78
5357,5804,112.19
5357,5805,
5357,5806,134.34
5357,5812,85.69
5357,5813,31.97
5357,5818,194.29
5357,5821,141.55
5357,5824,88.31
5357,5832,76.9
5357,5833,112.66
5357,5838,49.38
5357,5843,101.88
5357,5844,131.04
5357,5846,82.97
5357,5848,88.76
5357,5853,15.26
5357,5862,210.78
5357,5865,111.04
5357,5866,127.89
5357,5872,120.23
5357,5875,143.16
5357,5877,85.84
5357,5879,33.52
5357,5881,97.48
5357,5884,117.33
5357,5885,47.65
5357,5886,113.1
5357,5887,49.32
5357,5891,51.79
5357,5893,108.83
5357,5911,132.61
5357,5917,166.61
5372,1,28.03
5372,4000,29.86
5372,4001,30.82
5372,4002,27.87
5372,4006,169.1
5372,4008,58.38
5372,4010,69.44
5372,4011,112.72
5372,4012,124.28
5372,4014,101.22
5372,4015,81.58
5372,4016,43.59
5372,4018,153.98
5372,4021,105.94
5372,4027,22.05
5372,4032,83.36
5372,4033,73.35
5372,4034,94.11
5372,4035,116.68
5372,4045,91.06
5372,4048,107.69
5372,4059,87.69
5372,4064,
5372,4071,62.68
5372,4077,100.29
5372,4087,21.02
5372,4088,137.08
5372,4105,37.79
5372,4114,143.55
5372,4116,103.24
5372,4126,93.17
5372,4139,169.08
5372,4142,117.94
5372,4144,34.76
5372,4152,43.26
5372,4164,35.01
5372,4168,48.74
5372,4176,121.66
5372,4179,41.9
5372,4191,125.56
5372,4196,56.35
5372,4207,105.66
5372,4211,110.0
5372,4212,82.53
5372,4221,101.81
5372,4222,111.64
5372,4228,97.36
5372,4232,51.72
5372,4234,107.05
5372,4248,159.73
5372,4250,159.01
5372,4252,40.91
5372,4253,5.28
5372,4258,79.27
5372,4259,80.58
5372,4273,47.86
5372,4274,137.45
5372,4303,76.81
5372,4316,112.2
5372,4324,134.67
5372,4327,78.23
5372,4330,156.5
5372,4332,57.12
5372,4339,85.8
5372,4361,105.93
5372,4374,76.9
5372,4377,
5372,4379,86.5
5372,4381,137.21
5372,4385,108.88
5372,4389,68.83
5372,4400,82.37
5372,4414,78.43
5372,4415,57.76
5372,4418,80.08
5372,4422,111.74
5372,4426,53.96
5372,4432,49.54
5372,4433,104.34
5372,4438,18.95
5372,4443,75.59
5372,4467,125.92
5372,4472,159.91
5372,4480,142.55
5372,4482,119.62
5372,4495,107.29
5372,4496,76.19
5372,4498,89.13
5372,4501,144.15
5372,4512,162.49
5372,4519,89.33
5372,4536,147.07
5372,4545,
5372,4550,51.09
5372,4568,108.34
5372,4601,43.76
5372,4603,58.85
5372,4617,36.67
5372,4622,163.19
5372,4624,
5372,4625,100.49
5372,4631,143.72
5372,4644,
5372,4652,111.08
5372,4681,117.13
5372,4686,117.1
5372,4696,124.17
5372,4716,74.91
5372,4717,120.79
5372,4721,63.96
5372,4732,71.88
5372,4740,34.98
5372,4759,67.37
5372,4765,97.01
5372,4769,95.35
5372,4771,159.96
5372,4772,66.7
5372,4805,71.81
5372,4806,28.13
5372,4809,155.06
5372,4817,105.72
5372,4832,28.29
5372,4850,143.18
5372,4852,8.77
5372,4853,70.47
5372,4863,22.85
5372,4878,110.53
5372,4888,97.42
5372,4889,108.94
5372,4910,150.24
5372,4915,61.74
5372,4919,113.17
5372,4925,49.13
5372,4931,145.3
5372,4942,121.24
5372,4946,73.09
5372,4953,18.92
5372,4963,59.15
5372,4964,135.86
5372,4968,108.05
5372,4969,131.19
5372,4970,136.74
5372,4996,100.13
5372,5005,113.93
5372,5033,123.26
5372,5039,25.38
5372,5049,194.29
5372,5050,75.88
5372,5051,107.67
5372,5054,172.05
5372,5067,91.27
5372,5076,35.01
5372,5086,139.13
5372,5087,39.62
5372,5095,116.01
5372,5096,127.5
5372,5105,162.2
5372,5106,83.22
5372,5111,83.9
5372,5118,95.23
5372,5120,146.57
5372,5125,97.98
5372,5137,89.55
5372,5140,95.75
5372,5143,92.7
5372,5155,131.6
5372,5162,82.84
5372,5164,64.13
5372,5174,127.7
5372,5181,136.34
5372,5189,85.24
5372,5200,28.09
5372,5201,119.03
5372,5205,164.61
5372,5207,17.4
5372,5212,150.55
5372,5213,97.5
5372,5215,74.62
5372,5226,99.21
5372,5229,137.72
5372,5231,
5372,5232,84.75
5372,5233,18.44
5372,5241,82.12
5372,5257,121.28
5372,5259,42.88
5372,5261,141.86
5372,5292,116.99
5372,5304,99.78
5372,5309,118.82
5372,5311,19.92
5372,5315,58.61
5372,5322,75.74
5372,5325,62.89
5372,5333,88.94
5372,5335,75.64
5372,5339,95.06
5372,5351,128.09
5372,5357,69.59
5372,5372,0.0
5372,5373,122.32
5372,5375,133.0
5372,5379,154.57
5372,5382,168.83
5372,5389,65.12
5372,5414,35.66
5372,5419,124.41
5372,5426,46.76
5372,5435,77.28
5372,5440,90.88
5372,5443,98.36
5372,5463,83.74
5372,5466,89.76
5372,5473,12.09
5372,5478,164.9
5372,5491,95.08
5372,5492,140.92
5372,5493,89.51
5372,5496,114.2
5372,5499,182.54
5372,5519,65.21
5372,5522,171.15
5372,5530,76.55
5372,5545,86.54
5372,5562,134.31
5372,5568,68.96
5372,5579,80.6
5372,5584,94.26
5372,5601,61.25
5372,5602,78.92
5372,5606,142.21
5372,5616,94.81
5372,5619,144.13
5372,5620,38.51
5372,5622,139.33
5372,5626,105.44
5372,5633,131.35
5372,5637,133.54
5372,5643,111.13
5372,5647,112.14
5372,5660,67.15
5372,5664,88.7
5372,5669,75.77
5372,5676,60.96
5372,5677,153.95
5372,5679,
5372,5685,74.31
5372,5686,56.22
5372,5690,140.52
5372,5694,170.91
5372,5699,131.58
5372,5700,77.17
5372,5721,99.85
5372,5722,92.78
5372,5723,58.5
5372,5729,103.18
5372,5738,66.94
5372,5739,151.54
5372,5741,52.95
5372,5747,112.84
5372,5754,74.42
5372,5763,109.55
5372,5764,75.65
5372,5768,130.7
5372,5769,159.55
5372,5771,168.93
5372,5782,108.59
5372,5789,135.65
5372,5793,147.71
5372,5795,133.83
5372,5801,114.71
5372,5804,99.28
5372,5805,
5372,5806,108.03
5372,5812,72.78
5372,5813,74.05
5372,5818,156.22
5372,5821,103.48
5372,5824,108.72
5372,5832,37.13
5372,5833,86.35
5372,5838,36.47
5372,5843,63.81
5372,5844,92.97
5372,5846,72.11
5372,5848,58.91
5372,5853,62.61
5372,5862,172.71
5372,5865,63.31
5372,5866,114.97
5372,5872,98.85
5372,5875,105.09
5372,5877,145.26
5372,5879,58.42
5372,5881,112.0
5372,5884,79.26
5372,5885,107.08
5372,5886,90.62
5372,5887,27.4
5372,5891,106.05
5372,5893,95.91
5372,5911,106.31
5372,5917,128.54
5373,1,76.05
5373,4000,74.95
5373,4001,89.16
5373,4002,75.37
5373,4006,74.9
5373,4008,53.35
5373,4010,43.49
5373,4011,184.44
5373,4012,164.12
5373,4014,17.12
5373,4015,57.78
5373,4016,115.31
5373,4018,59.78
5373,4021,17.55
5373,4027,89.82
5373,4032,140.5
5373,4033,63.7
5373,4034,44.16
5373,4035,180.8
5373,4045,79.71
5373,4048,56.43
5373,4059,177.71
5373,4064,
5373,4071,78.9
5373,4077,35.33
5373,4087,82.28
5373,4088,36.32
5373,4105,95.41
5373,4114,42.79
5373,4116,38.01
5373,4126,27.44
5373,4139,85.25
5373,4142,23.9
5373,4144,124.78
5373,4152,78.27
5373,4164,77.91
5373,4168,146.29
5373,4176,42.51
5373,4179,113.62
5373,4191,81.2
5373,4196,71.51
5373,4207,40.7
5373,4211,45.04
5373,4212,54.32
5373,4221,36.84
5373,4222,74.25
5373,4228,16.83
5373,4232,76.0
5373,4234,146.71
5373,4248,80.58
5373,4250,79.86
5373,4252,81.75
5373,4253,111.37
5373,4258,43.38
5373,4259,44.81
5373,4273,80.83
5373,4274,113.39
5373,4303,76.23
5373,4316,130.95
5373,4324,55.51
5373,4327,58.15
