Start,End,Distance
4480,4414,189.75
4480,4415,143.93
4480,4418,97.53
4480,4422,123.04
4480,4426,158.02
4480,4432,153.61
4480,4433,115.64
4480,4438,118.78
4480,4443,156.04
4480,4467,33.6
4480,4472,292.22
4480,4480,0.0
4480,4482,218.78
4480,4495,216.85
4480,4496,187.51
4480,4498,219.18
4480,4501,276.47
4480,4512,294.81
4480,4519,200.65
4480,4536,258.4
4480,4545,
4480,4550,162.41
4480,4568,217.9
4480,4601,155.09
4480,4603,186.75
4480,4617,129.42
4480,4622,274.51
4480,4624,
4480,4625,211.82
4480,4631,17.7
4480,4644,
4480,4652,222.4
4480,4681,24.49
4480,4686,228.43
4480,4696,219.94
4480,4716,170.6
4480,4717,232.12
4480,4721,150.13
4480,4732,162.59
4480,4740,156.49
4480,4759,161.1
4480,4765,208.33
4480,4769,206.68
4480,4771,224.48
4480,4772,88.01
4480,4805,97.07
4480,4806,137.82
4480,4809,287.38
4480,4817,217.05
4480,4832,133.4
4480,4850,254.51
4480,4852,166.57
4480,4853,181.79
4480,4863,127.96
4480,4878,43.57
4480,4888,208.74
4480,4889,220.27
4480,4910,282.56
4480,4915,173.06
4480,4919,222.73
4480,4925,101.71
4480,4931,277.62
4480,4942,232.56
4480,4946,153.54
4480,4953,122.63
4480,4963,170.47
4480,4964,219.92
4480,4968,198.39
4480,4969,150.44
4480,4970,248.06
4480,4996,221.11
4480,5005,197.53
4480,5033,234.58
4480,5039,129.14
4480,5049,325.75
4480,5050,159.74
4480,5051,218.99
4480,5054,283.38
4480,5067,181.99
4480,5076,136.92
4480,5086,33.78
4480,5087,150.95
4480,5095,36.66
4480,5096,238.82
4480,5105,294.51
4480,5106,194.54
4480,5111,204.88
4480,5118,111.6
4480,5120,257.28
4480,5125,186.14
4480,5137,122.69
4480,5140,182.91
4480,5143,204.03
4480,5155,242.92
4480,5162,192.4
4480,5164,175.46
4480,5174,234.59
4480,5181,247.05
4480,5189,206.22
4480,5200,140.0
4480,5201,85.05
4480,5205,296.93
4480,5207,126.69
4480,5212,261.26
4480,5213,80.16
4480,5215,173.18
4480,5226,106.6
4480,5229,270.04
4480,5231,
4480,5232,205.14
4480,5233,115.87
4480,5241,193.44
4480,5257,232.6
4480,5259,146.95
4480,5261,234.88
4480,5292,43.14
4480,5304,89.14
4480,5309,86.03
4480,5311,155.25
4480,5315,119.52
4480,5322,187.07
4480,5325,177.12
4480,5333,69.2
4480,5335,185.2
4480,5339,166.28
4480,5351,239.41
4480,5357,82.2
4480,5372,142.51
4480,5373,218.39
4480,5375,244.32
4480,5379,38.18
4480,5382,280.15
4480,5389,84.14
4480,5414,130.38
4480,5419,16.17
4480,5426,167.74
4480,5435,188.6
4480,5440,184.15
4480,5443,50.3
4480,5463,193.3
4480,5466,201.09
4480,5473,163.39
4480,5478,276.23
4480,5491,178.8
4480,5492,273.24
4480,5493,169.6
4480,5496,225.53
4480,5499,293.86
4480,5519,169.27
4480,5522,282.48
4480,5530,174.15
4480,5545,67.8
4480,5562,245.63
4480,5568,113.97
4480,5579,143.69
4480,5584,205.58
4480,5601,145.36
4480,5602,188.49
4480,5606,253.53
4480,5616,206.14
4480,5619,276.45
4480,5620,129.73
4480,5622,150.63
4480,5626,216.77
4480,5633,242.68
4480,5637,186.33
4480,5643,204.46
4480,5647,195.86
4480,5660,108.31
4480,5664,198.26
4480,5669,185.46
4480,5676,147.13
4480,5677,237.38
4480,5679,
4480,5685,170.81
4480,5686,141.84
4480,5690,251.23
4480,5694,25.91
4480,5699,242.91
4480,5700,147.83
4480,5721,192.03
4480,5722,55.25
4480,5723,144.67
4480,5729,178.92
4480,5738,178.27
4480,5739,236.5
4480,5741,157.94
4480,5747,184.05
4480,5754,185.74
4480,5763,220.88
4480,5764,186.97
4480,5768,242.02
4480,5769,291.87
4480,5771,280.25
4480,5782,229.57
4480,5789,246.37
4480,5793,259.04
4480,5795,245.15
4480,5801,226.03
4480,5804,183.0
4480,5805,
4480,5806,217.59
4480,5812,154.67
4480,5813,108.64
4480,5818,288.54
4480,5821,226.63
4480,5824,163.18
4480,5832,150.15
4480,5833,195.92
4480,5838,122.64
4480,5843,175.13
4480,5844,204.3
4480,5846,162.83
4480,5848,172.02
4480,5853,91.67
4480,5862,284.03
4480,5865,184.29
4480,5866,198.7
4480,5872,191.04
4480,5875,216.42
4480,5877,23.08
4480,5879,82.52
4480,5881,53.62
4480,5884,214.39
4480,5885,40.66
4480,5886,183.91
4480,5887,122.57
4480,5891,63.93
4480,5893,179.64
4480,5911,215.87
4480,5917,239.86
4482,1,89.43
4482,4000,88.33
4482,4001,90.12
4482,4002,88.75
4482,4006,76.79
4482,4008,66.73
4482,4010,56.87
4482,4011,192.51
4482,4012,170.51
4482,4014,22.17
4482,4015,59.66
4482,4016,128.7
4482,4018,61.67
4482,4021,19.44
4482,4027,103.2
4482,4032,142.39
4482,4033,65.59
4482,4034,46.05
4482,4035,182.69
4482,4045,81.59
4482,4048,53.02
4482,4059,191.09
4482,4064,
4482,4071,84.37
4482,4077,37.21
4482,4087,95.67
4482,4088,32.92
4482,4105,107.75
4482,4114,39.39
4482,4116,39.89
4482,4126,24.03
4482,4139,81.85
4482,4142,25.79
4482,4144,138.16
4482,4152,91.65
4482,4164,91.29
4482,4168,152.68
4482,4176,39.1
4482,4179,127.01
4482,4191,77.79
4482,4196,68.11
4482,4207,42.59
4482,4211,46.93
4482,4212,50.91
4482,4221,38.73
4482,4222,80.64
4482,4228,26.09
4482,4232,89.38
4482,4234,153.1
4482,4248,77.17
4482,4250,76.45
4482,4252,98.45
4482,4253,124.76
4482,4258,45.27
4482,4259,46.7
4482,4273,77.42
4482,4274,115.28
4482,4303,78.11
4482,4316,132.84
4482,4324,52.11
4482,4327,60.04
4482,4330,78.58
4482,4332,75.68
4482,4339,30.81
4482,4361,25.27
4482,4374,74.98
4482,4377,
4482,4379,28.3
4482,4381,106.21
4482,4385,54.21
4482,4389,91.66
4482,4400,59.19
4482,4414,45.84
4482,4415,79.47
4482,4418,138.78
4482,4422,215.15
4482,4426,79.54
4482,4432,80.98
4482,4433,207.75
4482,4438,125.75
4482,4443,69.69
4482,4467,205.71
4482,4472,77.35
4482,4480,220.43
4482,4482,0.0
4482,4495,19.98
4482,4496,56.91
4482,4498,25.55
4482,4501,61.59
4482,4512,79.93
4482,4519,64.54
4482,4536,101.13
4482,4545,
4482,4550,80.62
4482,4568,25.43
4482,4601,84.66
4482,4603,164.43
4482,4617,92.96
4482,4622,83.13
4482,4624,
4482,4625,69.5
4482,4631,223.5
4482,4644,
4482,4652,75.88
4482,4681,196.91
4482,4686,57.83
4482,4696,16.18
4482,4716,60.41
4482,4717,66.33
4482,4721,75.13
4482,4732,68.47
4482,4740,86.07
4482,4759,70.4
4482,4765,63.04
4482,4769,61.38
4482,4771,73.49
4482,4772,170.11
4482,4805,130.84
4482,4806,143.13
4482,4809,72.5
4482,4817,59.42
4482,4832,88.61
4482,4850,88.73
4482,4852,116.91
4482,4853,66.52
4482,4863,91.97
4482,4878,190.31
4482,4888,51.47
4482,4889,76.07
4482,4910,67.68
4482,4915,61.51
4482,4919,19.04
4482,4925,128.92
4482,4931,62.74
4482,4942,67.99
4482,4946,73.16
4482,4953,127.67
4482,4963,64.8
4482,4964,43.84
4482,4968,14.43
4482,4969,101.07
4482,4970,66.03
4482,4996,146.17
4482,5005,25.19
4482,5033,92.26
4482,5039,95.92
4482,5049,110.87
4482,5050,63.45
4482,5051,38.95
4482,5054,117.59
4482,5067,45.46
4482,5076,91.29
4482,5086,218.92
4482,5087,90.32
4482,5095,195.8
4482,5096,96.5
4482,5105,79.64
4482,5106,43.86
4482,5111,116.57
4482,5118,149.49
4482,5120,42.41
4482,5125,31.3
4482,5137,104.59
4482,5140,42.04
4482,5143,56.23
4482,5155,76.33
4482,5162,41.76
4482,5164,58.74
4482,5174,12.08
4482,5181,32.17
4482,5189,137.95
4482,5200,93.85
4482,5201,164.17
4482,5205,82.05
4482,5207,107.08
4482,5212,46.39
4482,5213,200.9
4482,5215,54.76
4482,5226,143.72
4482,5229,55.16
4482,5231,
4482,5232,32.8
4482,5233,125.24
4482,5241,44.62
4482,5257,90.28
4482,5259,81.9
4482,5261,53.37
4482,5292,220.4
4482,5304,158.81
4482,5309,159.11
4482,5311,105.59
4482,5315,162.02
4482,5322,55.85
4482,5325,62.11
4482,5333,192.35
4482,5335,47.83
4482,5339,187.99
4482,5351,97.09
4482,5357,149.37
4482,5372,122.32
4482,5373,7.61
4482,5375,102.0
4482,5379,234.35
4482,5382,85.7
4482,5389,144.9
4482,5414,91.95
4482,5419,204.2
4482,5426,118.08
4482,5435,91.82
4482,5440,36.3
4482,5443,178.15
4482,5463,51.91
4482,5466,42.46
4482,5473,113.73
4482,5478,84.84
4482,5491,47.01
4482,5492,58.36
4482,5493,50.45
4482,5496,59.75
4482,5499,108.75
4482,5519,71.44
4482,5522,88.02
4482,5530,54.16
4482,5545,157.91
4482,5562,79.85
4482,5568,183.96
4482,5579,195.6
4482,5584,60.29
4482,5601,74.81
4482,5602,48.42
4482,5606,71.07
4482,5616,34.18
4482,5619,61.57
4482,5620,123.62
4482,5622,242.73
4482,5626,74.45
4482,5633,88.58
4482,5637,89.58
4482,5643,21.34
4482,5647,68.17
4482,5660,133.06
4482,5664,36.64
4482,5669,182.48
4482,5676,86.95
4482,5677,61.64
4482,5679,
4482,5685,60.62
4482,5686,83.55
4482,5690,36.36
4482,5694,233.18
4482,5699,67.54
4482,5700,77.46
4482,5721,28.4
4482,5722,172.56
4482,5723,83.92
4482,5729,73.07
4482,5738,83.89
4482,5739,47.38
4482,5741,70.76
4482,5747,194.29
4482,5754,67.99
4482,5763,54.88
4482,5764,39.56
4482,5768,86.69
4482,5769,76.99
4482,5771,85.8
4482,5782,154.64
4482,5789,31.49
4482,5793,93.25
4482,5795,87.89
4482,5801,55.85
4482,5804,46.96
4482,5805,
4482,5806,20.2
4482,5812,71.22
4482,5813,133.08
4482,5818,73.66
4482,5821,20.19
4482,5824,93.6
4482,5832,79.61
4482,5833,37.62
4482,5838,106.43
4482,5843,65.11
4482,5844,50.74
4482,5846,65.86
4482,5848,66.72
4482,5853,142.4
4482,5862,89.55
4482,5865,134.63
4482,5866,50.96
4482,5872,28.0
4482,5875,54.77
4482,5877,225.05
4482,5879,161.83
4482,5881,215.41
4482,5884,37.58
4482,5885,186.87
4482,5886,36.92
4482,5887,105.64
4482,5891,164.75
4482,5893,46.65
4482,5911,19.77
4482,5917,74.08
4495,1,74.12
4495,4000,73.01
4495,4001,62.83
4495,4002,73.43
4495,4006,92.31
4495,4008,51.42
4495,4010,41.55
4495,4011,182.51
4495,4012,143.22
4495,4014,24.17
4495,4015,55.82
4495,4016,113.38
4495,4018,77.19
4495,4021,34.96
4495,4027,87.89
4495,4032,139.36
4495,4033,61.75
4495,4034,42.2
4495,4035,178.84
4495,4045,77.75
4495,4048,37.94
4495,4059,175.78
4495,4064,
4495,4071,76.97
4495,4077,33.1
4495,4087,80.35
4495,4088,34.67
4495,4105,93.48
4495,4114,41.14
4495,4116,36.05
4495,4126,3.0
4495,4139,76.86
4495,4142,41.31
4495,4144,122.85
4495,4152,76.33
4495,4164,75.98
4495,4168,125.39
4495,4176,34.12
4495,4179,111.69
4495,4191,62.72
4495,4196,40.82
4495,4207,38.48
4495,4211,42.81
4495,4212,23.62
4495,4221,34.62
4495,4222,53.35
4495,4228,13.38
4495,4232,74.07
4495,4234,125.82
4495,4248,72.18
4495,4250,71.46
4495,4252,79.82
4495,4253,109.44
4495,4258,30.96
4495,4259,36.95
4495,4273,50.13
4495,4274,111.44
4495,4303,76.9
4495,4316,128.99
4495,4324,47.12
4495,4327,56.19
4495,4330,73.6
4495,4332,48.39
4495,4339,7.21
4495,4361,3.66
4495,4374,71.13
4495,4377,
4495,4379,5.43
4495,4381,78.92
4495,4385,39.13
4495,4389,68.74
4495,4400,55.34
4495,4414,18.56
4495,4415,71.06
4495,4418,135.75
4495,4422,199.83
4495,4426,64.22
4495,4432,65.66
4495,4433,192.43
4495,4438,110.44
4495,4443,65.85
4495,4467,195.71
4495,4472,72.36
4495,4480,217.4
4495,4482,20.43
4495,4495,0.0
4495,4496,29.63
4495,4498,2.59
4495,4501,56.6
4495,4512,74.95
4495,4519,37.25
4495,4536,88.79
4495,4545,
4495,4550,53.34
4495,4568,1.5
4495,4601,57.38
4495,4603,137.14
4495,4617,77.64
4495,4622,78.14
4495,4624,
4495,4625,42.21
4495,4631,213.5
4495,4644,
4495,4652,52.79
4495,4681,186.92
4495,4686,42.76
4495,4696,31.71
4495,4716,43.02
4495,4717,51.26
4495,4721,64.57
4495,4732,50.56
4495,4740,58.78
4495,4759,61.99
4495,4765,35.76
4495,4769,34.1
4495,4771,89.01
4495,4772,154.79
4495,4805,127.8
4495,4806,127.81
4495,4809,67.51
4495,4817,47.44
4495,4832,73.29
4495,4850,73.65
4495,4852,101.59
4495,4853,39.24
4495,4863,76.66
4495,4878,180.32
4495,4888,22.59
4495,4889,50.66
4495,4910,62.7
4495,4915,34.22
4495,4919,9.84
4495,4925,118.92
4495,4931,57.76
4495,4942,63.0
4495,4946,73.19
4495,4953,112.35
4495,4963,37.51
4495,4964,59.37
4495,4968,29.95
4495,4969,97.23
4495,4970,61.05
4495,4996,118.89
4495,5005,40.72
4495,5033,64.98
4495,5039,80.6
4495,5049,105.89
4495,5050,59.61
4495,5051,23.87
4495,5054,102.52
4495,5067,41.62
4495,5076,75.98
4495,5086,208.92
4495,5087,63.03
4495,5095,185.8
4495,5096,69.22
4495,5105,74.65
4495,5106,16.58
4495,5111,89.29
4495,5118,150.89
4495,5120,44.16
4495,5125,30.8
4495,5137,101.56
4495,5140,38.19
4495,5143,28.95
4495,5155,62.06
4495,5162,41.62
4495,5164,31.46
4495,5174,28.51
4495,5181,33.93
4495,5189,110.66
4495,5200,78.53
4495,5201,160.32
4495,5205,77.06
4495,5207,91.77
4495,5212,48.14
4495,5213,185.59
4495,5215,39.44
4495,5226,139.87
4495,5229,50.18
4495,5231,
4495,5232,25.29
4495,5233,109.93
4495,5241,17.34
4495,5257,63.0
4495,5259,66.58
4495,5261,55.13
4495,5292,205.08
4495,5304,154.97
4495,5309,155.27
4495,5311,90.27
4495,5315,146.7
4495,5322,28.57
4495,5325,46.8
4495,5333,177.03
4495,5335,33.11
4495,5339,160.7
4495,5351,69.81
4495,5357,139.37
4495,5372,107.0
4495,5373,23.13
4495,5375,74.72
4495,5379,224.36
4495,5382,80.71
4495,5389,134.91
4495,5414,76.63
4495,5419,194.2
4495,5426,102.77
4495,5435,68.38
4495,5440,36.16
4495,5443,168.15
4495,5463,39.2
4495,5466,17.09
4495,5473,98.42
4495,5478,79.85
4495,5491,43.17
4495,5492,53.37
4495,5493,46.6
4495,5496,44.67
4495,5499,103.76
4495,5519,56.13
4495,5522,83.03
4495,5530,38.84
4495,5545,154.88
4495,5562,64.77
4495,5568,168.64
4495,5579,180.28
4495,5584,33.0
4495,5601,59.5
4495,5602,33.75
4495,5606,72.67
4495,5616,6.09
4495,5619,56.58
4495,5620,108.3
4495,5622,227.42
4495,5626,47.16
4495,5633,73.07
4495,5637,85.74
4495,5643,36.86
4495,5647,64.33
4495,5660,130.03
4495,5664,30.74
4495,5669,155.19
4495,5676,79.83
4495,5677,77.16
4495,5679,
4495,5685,42.41
4495,5686,68.23
4495,5690,38.11
4495,5694,240.69
4495,5699,62.56
4495,5700,73.62
4495,5721,25.6
4495,5722,162.57
4495,5723,72.73
4495,5729,69.22
4495,5738,60.23
4495,5739,49.14
4495,5741,55.44
4495,5747,167.01
4495,5754,40.7
4495,5763,39.8
4495,5764,25.32
4495,5768,72.42
4495,5769,72.01
4495,5771,80.81
4495,5782,127.35
4495,5789,33.24
4495,5793,78.18
4495,5795,75.55
4495,5801,40.77
4495,5804,42.85
4495,5805,
4495,5806,1.44
4495,5812,68.92
4495,5813,130.05
4495,5818,68.67
4495,5821,11.23
4495,5824,89.76
4495,5832,64.3
4495,5833,31.18
4495,5838,92.16
4495,5843,37.82
4495,5844,21.85
4495,5846,51.43
4495,5848,51.41
4495,5853,132.4
4495,5862,84.56
4495,5865,83.38
4495,5866,67.17
4495,5872,27.47
4495,5875,39.69
4495,5877,215.05
4495,5879,146.51
4495,5881,200.09
4495,5884,23.33
4495,5885,176.87
4495,5886,34.43
4495,5887,91.37
4495,5891,161.71
4495,5893,44.62
4495,5911,1.4
4495,5917,59.0
4496,1,73.75
4496,4000,63.96
4496,4001,45.43
4496,4002,60.07
4496,4006,137.35
4496,4008,50.44
4496,4010,61.51
4496,4011,158.06
4496,4012,130.55
4496,4014,56.53
4496,4015,70.43
4496,4016,88.94
4496,4018,122.23
4496,4021,67.25
4496,4027,56.95
4496,4032,128.71
4496,4033,65.71
4496,4034,66.82
4496,4035,162.02
4496,4045,87.49
4496,4048,37.04
4496,4059,151.33
4496,4064,
4496,4071,73.31
4496,4077,61.6
4496,4087,55.91
4496,4088,73.75
4496,4105,83.14
4496,4114,80.22
4496,4116,63.95
4496,4126,38.36
4496,4139,98.43
4496,4142,86.35
4496,4144,98.4
4496,4152,72.88
4496,4164,66.92
4496,4168,112.71
4496,4176,66.86
4496,4179,87.25
4496,4191,54.6
4496,4196,23.41
4496,4207,66.98
4496,4211,71.31
4496,4212,10.57
4496,4221,63.12
4496,4222,40.68
4496,4228,47.18
4496,4232,70.61
4496,4234,113.14
4496,4248,104.92
4496,4250,104.2
4496,4252,70.76
4496,4253,78.5
4496,4258,42.52
4496,4259,43.83
4496,4273,32.72
4496,4274,136.19
4496,4303,73.24
4496,4316,153.75
4496,4324,79.86
4496,4327,70.8
4496,4330,85.85
4496,4332,30.98
4496,4339,31.0
4496,4361,47.93
4496,4374,73.33
4496,4377,
4496,4379,31.69
4496,4381,66.25
4496,4385,38.23
4496,4389,29.65
4496,4400,80.1
4496,4414,23.62
4496,4415,67.4
4496,4418,125.43
4496,4422,175.39
4496,4426,46.99
4496,4432,56.57
4496,4433,167.99
4496,4438,85.99
4496,4443,72.03
4496,4467,171.27
4496,4472,105.1
4496,4480,187.89
4496,4482,65.47
4496,4495,36.75
4496,4496,0.0
4496,4498,34.32
4496,4501,89.34
4496,4512,107.69
4496,4519,24.58
4496,4536,76.11
4496,4545,
4496,4550,35.93
4496,4568,35.55
4496,4601,39.97
4496,4603,124.47
4496,4617,68.59
4496,4622,92.54
4496,4624,
4496,4625,29.53
4496,4631,189.06
4496,4644,
4496,4652,40.12
4496,4681,162.47
4496,4686,46.15
4496,4696,76.75
4496,4716,48.27
4496,4717,51.24
4496,4721,60.91
4496,4732,60.72
4496,4740,41.37
4496,4759,58.33
4496,4765,23.08
4496,4769,17.2
4496,4771,134.05
4496,4772,130.34
4496,4805,117.16
4496,4806,103.37
4496,4809,100.25
4496,4817,34.76
4496,4832,74.01
4496,4850,72.53
4496,4852,70.66
4496,4853,10.16
4496,4863,68.57
4496,4878,155.87
4496,4888,21.38
4496,4889,37.99
4496,4910,95.44
4496,4915,16.81
4496,4919,45.42
4496,4925,94.48
4496,4931,90.5
4496,4942,50.58
4496,4946,69.52
4496,4953,87.91
4496,4963,20.1
4496,4964,104.41
4496,4968,74.99
4496,4969,121.99
4496,4970,66.08
4496,4996,106.21
4496,5005,85.76
4496,5033,52.3
4496,5039,70.73
4496,5049,123.63
4496,5050,72.6
4496,5051,52.86
4496,5054,101.4
4496,5067,66.23
4496,5076,66.92
4496,5086,184.48
4496,5087,45.62
4496,5095,161.36
4496,5096,56.54
4496,5105,107.39
4496,5106,15.65
4496,5111,76.61
4496,5118,140.57
4496,5120,77.43
4496,5125,59.3
4496,5137,97.9
4496,5140,62.81
4496,5143,10.87
4496,5155,60.94
4496,5162,46.08
4496,5164,15.94
4496,5174,70.0
4496,5181,73.0
4496,5189,97.99
4496,5200,73.82
4496,5201,164.37
4496,5205,109.81
4496,5207,67.32
4496,5212,87.22
4496,5213,161.14
4496,5215,44.69
4496,5226,144.56
4496,5229,82.92
4496,5231,
4496,5232,30.84
4496,5233,85.48
4496,5241,15.1
4496,5257,50.32
4496,5259,63.12
4496,5261,94.2
4496,5292,180.64
4496,5304,145.12
4496,5309,164.17
4496,5311,59.34
4496,5315,122.26
4496,5322,2.09
4496,5325,59.62
4496,5333,152.59
4496,5335,38.37
4496,5339,148.03
4496,5351,57.13
4496,5357,114.93
4496,5372,76.06
4496,5373,68.17
4496,5375,62.04
4496,5379,199.91
4496,5382,98.18
4496,5389,110.46
4496,5414,67.58
4496,5419,169.76
4496,5426,72.1
4496,5435,25.64
4496,5440,60.43
4496,5443,143.7
4496,5463,30.84
4496,5466,34.96
4496,5473,67.48
4496,5478,94.25
4496,5491,67.78
4496,5492,86.11
4496,5493,71.22
4496,5496,43.55
4496,5499,111.88
4496,5519,45.06
4496,5522,100.5
4496,5530,44.09
4496,5545,131.88
4496,5562,63.65
4496,5568,144.2
4496,5579,155.84
4496,5584,20.33
4496,5601,55.84
4496,5602,40.15
4496,5606,71.55
4496,5616,40.01
4496,5619,89.32
4496,5620,83.86
4496,5622,202.97
4496,5626,34.48
4496,5633,60.4
4496,5637,110.49
4496,5643,81.9
4496,5647,89.09
4496,5660,112.49
4496,5664,57.48
4496,5669,151.01
4496,5676,76.16
4496,5677,122.2
4496,5679,
4496,5685,47.66
4496,5686,64.78
4496,5690,77.1
4496,5694,216.25
4496,5699,60.93
4496,5700,73.6
4496,5721,52.92
4496,5722,138.12
4496,5723,69.07
4496,5729,93.98
4496,5738,15.72
4496,5739,88.21
4496,5741,46.24
4496,5747,154.33
4496,5754,20.51
4496,5763,38.9
4496,5764,21.74
4496,5768,59.74
4496,5769,104.75
4496,5771,98.28
4496,5782,114.68
4496,5789,72.32
4496,5793,77.06
4496,5795,62.87
4496,5801,43.75
4496,5804,71.35
4496,5805,
4496,5806,40.56
4496,5812,65.26
4496,5813,119.4
4496,5818,101.42
4496,5821,48.68
4496,5824,114.51
4496,5832,60.84
4496,5833,61.75
4496,5838,81.81
4496,5843,22.31
4496,5844,16.54
4496,5846,60.95
4496,5848,50.96
4496,5853,107.96
4496,5862,102.05
4496,5865,52.36
4496,5866,91.92
4496,5872,60.16
4496,5875,34.44
4496,5877,190.61
4496,5879,122.07
4496,5881,175.65
4496,5884,24.45
4496,5885,152.42
4496,5886,61.17
4496,5887,72.75
4496,5891,151.4
4496,5893,67.57
4496,5911,48.3
4496,5917,57.88
4498,1,75.98
4498,4000,74.88
4498,4001,59.65
4498,4002,74.3
4498,4006,97.58
4498,4008,53.29
4498,4010,43.42
4498,4011,172.29
4498,4012,140.04
4498,4014,26.14
4498,4015,57.8
4498,4016,103.16
4498,4018,82.46
4498,4021,40.23
4498,4027,71.18
4498,4032,142.93
4498,4033,63.72
4498,4034,44.18
4498,4035,176.25
4498,4045,79.73
4498,4048,37.81
4498,4059,165.56
4498,4064,
4498,4071,78.84
4498,4077,35.07
4498,4087,70.13
4498,4088,33.69
4498,4105,97.36
4498,4114,40.16
4498,4116,38.03
4498,4126,2.56
4498,4139,80.48
4498,4142,46.58
4498,4144,112.63
4498,4152,78.2
4498,4164,77.85
4498,4168,122.21
4498,4176,37.73
4498,4179,101.47
4498,4191,62.58
4498,4196,37.64
4498,4207,40.45
4498,4211,44.79
4498,4212,20.44
4498,4221,36.59
4498,4222,50.17
4498,4228,15.25
4498,4232,75.94
4498,4234,122.63
4498,4248,75.8
4498,4250,75.08
4498,4252,81.69
4498,4253,92.73
4498,4258,32.82
4498,4259,38.82
4498,4273,46.95
4498,4274,113.41
4498,4303,78.77
4498,4316,130.97
4498,4324,50.73
4498,4327,58.17
4498,4330,77.21
4498,4332,45.21
4498,4339,5.28
4498,4361,6.09
4498,4374,73.11
4498,4377,
4498,4379,3.06
4498,4381,75.74
4498,4385,39.0
4498,4389,65.56
4498,4400,57.32
4498,4414,15.37
4498,4415,72.93
4498,4418,139.65
4498,4422,189.61
4498,4426,61.21
4498,4432,67.53
4498,4433,182.21
4498,4438,100.22
4498,4443,67.83
4498,4467,185.49
4498,4472,75.98
4498,4480,202.12
4498,4482,25.7
4498,4495,2.53
4498,4496,26.44
4498,4498,0.0
4498,4501,60.22
4498,4512,78.56
4498,4519,34.07
4498,4536,85.61
4498,4545,
4498,4550,50.16
4498,4568,1.53
4498,4601,54.2
4498,4603,133.96
4498,4617,79.51
4498,4622,81.76
4498,4624,
4498,4625,39.03
4498,4631,203.29
4498,4644,
4498,4652,49.61
4498,4681,176.7
4498,4686,42.62
4498,4696,36.98
4498,4716,44.89
4498,4717,51.12
4498,4721,66.44
4498,4732,52.43
4498,4740,55.6
4498,4759,63.86
4498,4765,32.57
4498,4769,30.92
4498,4771,94.28
4498,4772,144.57
4498,4805,131.38
4498,4806,117.59
4498,4809,71.13
4498,4817,44.26
4498,4832,75.16
4498,4850,73.52
4498,4852,84.88
4498,4853,36.05
4498,4863,82.8
4498,4878,170.1
4498,4888,20.22
4498,4889,47.48
4498,4910,66.31
4498,4915,31.04
4498,4919,8.86
4498,4925,108.7
4498,4931,61.37
4498,4942,51.57
4498,4946,75.05
4498,4953,102.13
4498,4963,34.33
4498,4964,64.64
4498,4968,35.22
4498,4969,99.2
4498,4970,64.66
4498,4996,115.71
4498,5005,45.99
4498,5033,61.79
4498,5039,84.95
4498,5049,109.5
4498,5050,61.58
4498,5051,23.74
4498,5054,102.38
4498,5067,43.6
4498,5076,77.85
4498,5086,198.7
4498,5087,59.85
4498,5095,175.58
4498,5096,66.03
4498,5105,78.27
4498,5106,13.39
4498,5111,86.1
4498,5118,154.8
4498,5120,43.18
4498,5125,32.77
4498,5137,103.43
4498,5140,40.17
4498,5143,25.76
4498,5155,61.93
4498,5162,43.6
4498,5164,28.28
4498,5174,29.95
4498,5181,32.94
4498,5189,107.48
4498,5200,80.4
4498,5201,162.3
4498,5205,80.68
4498,5207,81.55
4498,5212,47.16
4498,5213,175.37
4498,5215,41.31
4498,5226,141.85
4498,5229,53.79
4498,5231,
4498,5232,27.15
4498,5233,99.71
4498,5241,14.16
4498,5257,59.81
4498,5259,68.45
4498,5261,54.14
4498,5292,194.87
4498,5304,156.94
4498,5309,157.24
4498,5311,73.56
4498,5315,136.48
4498,5322,25.38
4498,5325,48.67
4498,5333,166.81
4498,5335,34.98
4498,5339,157.52
4498,5351,66.62
4498,5357,129.16
4498,5372,90.29
4498,5373,28.4
4498,5375,71.53
4498,5379,214.14
4498,5382,84.33
4498,5389,124.69
4498,5414,78.5
4498,5419,183.98
4498,5426,86.32
4498,5435,65.2
4498,5440,38.13
4498,5443,157.93
4498,5463,41.07
4498,5466,12.56
4498,5473,81.71
4498,5478,83.47
4498,5491,45.14
4498,5492,56.99
4498,5493,48.58
4498,5496,44.54
4498,5499,107.38
4498,5519,58.0
4498,5522,86.65
4498,5530,40.71
4498,5545,146.11
4498,5562,64.64
4498,5568,158.42
4498,5579,170.06
4498,5584,29.82
4498,5601,61.36
4498,5602,35.62
4498,5606,72.54
4498,5616,3.72
4498,5619,60.2
4498,5620,98.08
4498,5622,217.2
4498,5626,43.98
4498,5633,69.89
4498,5637,87.71
4498,5643,42.13
4498,5647,66.3
4498,5660,126.72
4498,5664,32.61
4498,5669,152.01
4498,5676,81.7
4498,5677,82.43
4498,5679,
4498,5685,44.28
4498,5686,70.1
4498,5690,37.13
4498,5694,230.47
4498,5699,61.92
4498,5700,75.59
4498,5721,27.57
4498,5722,152.35
4498,5723,74.6
4498,5729,71.2
4498,5738,57.05
4498,5739,48.15
4498,5741,57.31
4498,5747,163.82
4498,5754,37.52
4498,5763,39.67
4498,5764,24.33
4498,5768,69.23
4498,5769,75.62
4498,5771,84.43
4498,5782,124.17
4498,5789,32.26
4498,5793,78.05
4498,5795,72.36
